Rok;Dzień;Godzina;Krajowe zapotrzebowanie na moc [MW];Produkcja [MW]
2024;1;0;13355;13954.342830602247
2024;1;1;12942;13414.347139765763
2024;1;2;12668;13297.537707620138
2024;1;3;12442;13246.605971281606
2024;1;4;12305;12758.169325055333
2024;1;5;12333;12786.172608610164
2024;1;6;12868;14183.842563101478
2024;1;7;13851;15004.486945830582
2024;1;8;14552;15458.105122813009
2024;1;9;15379;16487.512008717193
2024;1;10;15396;16303.316461437507
2024;1;11;15421;16327.854049285948
2024;1;12;15104;16152.392454313207
2024;1;13;14264;14881.34395106844
2024;1;14;13902;14557.016433497394
2024;1;15;13589;14476.542494151805
2024;1;16;13723;14520.433775933116
2024;1;17;14056;15118.849466519056
2024;1;18;15880;16698.39518489576
2024;1;19;16476;16693.53925973294
2024;1;20;16925;17718.12975378431
2024;1;21;15975;16429.84473990269
2024;1;22;15138;15651.505640937585
2024;1;23;14413;14628.050362757309
2024;2;0;13288;13679.123455094963
2024;2;1;12950;13472.184517941972
2024;2;2;12800;13069.801284515539
2024;2;3;12813;13388.139603669135
2024;2;4;13113;13492.872262016239
2024;2;5;13925;14366.661250041345
2024;2;6;16875;17754.658677554122
2024;2;7;19238;20608.45563690179
2024;2;8;20357;21354.300555052414
2024;2;9;19660;20448.45781420882
2024;2;10;19238;20402.508982420637
2024;2;11;18975;19730.831270005794
2024;2;12;18800;19841.77271900095
2024;2;13;19488;20096.065975224046
2024;2;14;20225;20959.362790220315
2024;2;15;20618;21657.372247173826
2024;2;16;21170;22317.69331599908
2024;2;17;21570;22604.273656237994
2024;2;18;21495;22471.87034352235
2024;2;19;21920;22359.779260882144
2024;2;20;21398;21602.295601926515
2024;2;21;19088;19444.031158321057
2024;2;22;17388;17795.87224580804
2024;2;23;16075;16786.42444524378
2024;3;0;15200;15768.723657913692
2024;3;1;14763;14910.391968927453
2024;3;2;14450;15014.81679387896
2024;3;3;14350;14772.983543916736
2024;3;4;14675;15039.615599938808
2024;3;5;15450;16072.335257768174
2024;3;6;17750;18956.19990449919
2024;3;7;19950;21136.25602382324
2024;3;8;20775;21607.156495355473
2024;3;9;20413;21351.157524829756
2024;3;10;20525;21591.252686280714
2024;3;11;20250;21445.10902542447
2024;3;12;20100;21004.16515243094
2024;3;13;20138;21100.868204667237
2024;3;14;20425;21203.733005198796
2024;3;15;20775;21535.758675183864
2024;3;16;20825;21987.50516447884
2024;3;17;21338;22609.248005714166
2024;3;18;21400;22385.597975683933
