Rok;Dzień;Godzina;Krajowe zapotrzebowanie na moc [MW];Produkcja [MW]
2024;1;0;14575;14174.342830602247
2024;1;1;14063;13535.347139765763
2024;1;2;13613;13242.537707620138
2024;1;3;13575;13379.605971281606
2024;1;4;13600;13053.169325055333
2024;1;5;13738;13191.172608610164
2024;1;6;14025;13840.842563101478
2024;1;7;14475;13628.486945830582
2024;1;8;15188;14094.105122813009
2024;1;9;14650;13758.512008717193
2024;1;10;14338;13245.316461437507
2024;1;11;13013;11919.854049285948
2024;1;12;13025;12073.392454313207
2024;1;13;13575;12192.34395106844
2024;1;14;13838;12493.016433497394
2024;1;15;14961;13848.542494151805
2024;1;16;15875;14672.433775933116
2024;1;17;16350;15912.849466519056
2024;1;18;16275;15593.395184895759
2024;1;19;16700;15917.539259732941
2024;1;20;16238;16031.129753784311
2024;1;21;15300;14754.844739902694
2024;1;22;14488;14001.505640937585
2024;1;23;13563;12778.050362757309
2024;2;0;12938;12329.123455094963
2024;2;1;12600;12122.184517941972
2024;2;2;12450;11719.801284515539
2024;2;3;12475;12050.139603669135
2024;2;4;12888;12267.872262016239
2024;2;5;13338;12779.661250041345
2024;2;6;14238;13617.65867755412
2024;2;7;15450;14820.455636901788
2024;2;8;16413;15410.300555052414
2024;2;9;16450;15238.45781420882
2024;2;10;16488;15652.508982420637
2024;2;11;15988;14743.831270005796
2024;2;12;15900;14941.772719000952
2024;2;13;16113;14721.065975224044
2024;2;14;16963;15697.362790220313
2024;2;15;17475;16514.372247173826
2024;2;16;18563;17710.69331599908
2024;2;17;18638;18172.273656237994
2024;2;18;18250;17726.87034352235
2024;2;19;18050;17489.779260882144
2024;2;20;17675;16879.295601926515
2024;2;21;16863;16219.031158321059
2024;2;22;16013;15420.872245808043
2024;2;23;14913;14624.424445243783
2024;3;0;13675;13243.723657913692
2024;3;1;13338;12485.391968927453
2024;3;2;12838;12402.81679387896
2024;3;3;12800;12222.983543916736
2024;3;4;12888;12252.615599938808
2024;3;5;13125;12747.335257768174
2024;3;6;13413;13119.19990449919
2024;3;7;14188;13374.25602382324
2024;3;8;15448;14280.156495355472
2024;3;9;15763;14701.157524829758
2024;3;10;15275;14341.252686280714
2024;3;11;15538;14733.109025424472
2024;3;12;15613;14517.165152430942
2024;3;13;15713;14675.868204667237
2024;3;14;16363;15141.733005198794
2024;3;15;17458;16218.758675183866
2024;3;16;17300;16462.50516447884
2024;3;17;17525;17296.248005714166
2024;3;18;17650;17135.597975683933
2024;3;19;17600;17300.706579578404
2024;3;20;17113;16685.327205009526
2024;3;21;16363;15733.976049078976
2024;3;22;15538;15110.279121101683
2024;3;23;14675;14482.607313293194
2024;4;0;13913;13405.83479217801
2024;4;1;13363;13175.928731162801
2024;4;2;13400;12376.050979182051
2024;4;3;13563;13227.380500875044
2024;4;4;14350;13867.409413647634
2024;4;5;15563;15003.198529906827
2024;4;6;18625;18143.3521553071
2024;4;7;20513;19115.486217079822
2024;4;8;21313;20269.0656224325
2024;4;9;21538;20609.42251430235
2024;4;10;21135;20430.578808948303
2024;4;11;21550;20446.34595634527
2024;4;12;21638;20476.30127942136
2024;4;13;21744;20643.648591283094
2024;4;14;21369;20552.080423540414
2024;4;15;21406;20471.750221931936
2024;4;16;22593;21487.047959246593
2024;4;17;22375;21977.653486622672
2024;4;18;22089;21608.415509869606
2024;4;19;22102;21795.728998106577
2024;4;20;21538;20897.58938122453
2024;4;21;20219;19653.467570680445
2024;4;22;18822;18243.57836937357
2024;4;23;17427;16634.297010373575
2024;5;0;16064;15623.224055412915
2024;5;1;15563;15115.211054435978
2024;5;2;15450;14951.022691328491
2024;5;3;15450;14903.082573324971
2024;5;4;15875;15091.925851589916
2024;5;5;17038;16453.87093544693
2024;5;6;19800;19231.457096694645
2024;5;7;21775;20614.544546155677
2024;5;8;22375;21342.7428576668
2024;5;9;22075;21155.810171362908
2024;5;10;21688;21065.237180242108
2024;5;11;21325;20359.915562566366
2024;5;12;21475;20526.510078144554
2024;5;13;21663;20648.110816846765
2024;5;14;21750;20366.245756940192
2024;5;15;21975;20969.697224910156
2024;5;16;22825;21837.046041988204
2024;5;17;22863;22855.648422497055
2024;5;18;22500;21961.527807043774
2024;5;19;22613;22173.309468466723
2024;5;20;21900;21393.05764605895
2024;5;21;20238;19504.264392476092
2024;5;22;18800;18528.564562903004
2024;5;23;17513;17163.386606537355
2024;6;0;16550;16208.20638940861
2024;6;1;15888;15206.122509041052
2024;6;2;15800;15580.55886218722
2024;6;3;15850;15069.629787441543
2024;6;4;16513;16130.371418760054
2024;6;5;17725;17663.091125161995
2024;6;6;20400;19701.892734973862
2024;6;7;22063;20949.740454079445
2024;6;8;22300;21319.93027301753
2024;6;9;21663;20562.30486917676
2024;6;10;21425;20114.867313786774
2024;6;11;22050;21063.712594961205
2024;6;12;22275;21062.53925725478
2024;6;13;22050;21144.718486127036
2024;6;14;22300;21116.115153153238
2024;6;15;22300;21609.986881003508
2024;6;16;21450;20293.349341532754
2024;6;17;22175;21610.587696758867
2024;6;18;22275;21937.703443473933
2024;6;19;22850;22103.827136713207
2024;6;20;22363;21908.491986920824
2024;6;21;20973;20734.428550856486
2024;6;22;19139;18317.503353087755
2024;6;23;17138;16674.92677170646
2024;7;0;17367;16918.976558849685
