Rok;Dzień;Godzina;Krajowe zapotrzebowanie na moc [MW];Produkcja [MW]
2025;1;0;16750;18349.342830602247
2025;1;1;16325;17797.347139765763
2025;1;2;16075;17704.53770762014
2025;1;3;16050;17854.605971281606
2025;1;4;15913;17366.169325055333
2025;1;5;16313;17766.172608610163
2025;1;6;17325;20640.84256310148
2025;1;7;17625;20778.48694583058
2025;1;8;18550;21456.10512281301
2025;1;9;19088;22196.512008717193
2025;1;10;19725;22632.31646143751
2025;1;11;20300;23206.85404928595
2025;1;12;21050;24098.392454313205
2025;1;13;20938;23555.34395106844
2025;1;14;19825;22480.016433497392
2025;1;15;19950;22837.542494151807
2025;1;16;19675;22472.433775933114
2025;1;17;20225;23287.849466519056
2025;1;18;20613;23431.39518489576
2025;1;19;20438;21655.53925973294
2025;1;20;19325;21118.12975378431
2025;1;21;18425;19879.84473990269
2025;1;22;17363;18876.505640937587
2025;1;23;16038;17253.05036275731
2025;2;0;14888;16279.123455094963
2025;2;1;14675;16197.184517941972
2025;2;2;14363;15632.801284515539
2025;2;3;14150;15725.139603669135
2025;2;4;14113;15492.872262016239
2025;2;5;14275;15716.661250041345
2025;2;6;14838;17717.658677554122
2025;2;7;15338;18708.45563690179
2025;2;8;16338;19335.300555052414
2025;2;9;17263;20051.45781420882
2025;2;10;17763;20927.508982420637
2025;2;11;18050;20805.831270005794
2025;2;12;18200;21241.77271900095
2025;2;13;18263;20871.065975224046
2025;2;14;17463;20197.362790220315
2025;2;15;16725;19764.372247173826
2025;2;16;17213;20360.69331599908
2025;2;17;18150;21184.273656237994
2025;2;18;18800;21776.87034352235
2025;2;19;18838;20277.779260882144
2025;2;20;18238;19442.295601926515
2025;2;21;17775;19131.031158321057
2025;2;22;16750;18157.87224580804
2025;2;23;15638;17349.42444524378
2025;3;0;15125;16693.72365791369
2025;3;1;14763;15910.391968927453
2025;3;2;14600;16164.81679387896
2025;3;3;14550;15972.983543916736
2025;3;4;15000;16364.615599938808
2025;3;5;16225;17847.335257768173
2025;3;6;19363;22569.19990449919
2025;3;7;21238;24424.25602382324
2025;3;8;21938;24770.156495355473
2025;3;9;21813;24751.157524829756
2025;3;10;22413;25479.252686280714
2025;3;11;22138;25333.10902542447
2025;3;12;21913;24817.16515243094
2025;3;13;21488;24450.868204667237
2025;3;14;21088;23866.733005198796
2025;3;15;20925;23685.758675183864
2025;3;16;21513;24675.50516447884
2025;3;17;22613;25884.248005714166
2025;3;18;23025;26010.597975683933
2025;3;19;22788;24488.706579578404
2025;3;20;21900;23472.327205009526
2025;3;21;20325;21695.976049078974
2025;3;22;18813;20385.27912110168
2025;3;23;17463;19270.607313293192
2025;4;0;16625;18117.83479217801
2025;4;1;16138;17950.9287311628
2025;4;2;15925;16901.05097918205
2025;4;3;16050;17714.380500875046
2025;4;4;16400;17917.409413647634
2025;4;5;17463;18903.198529906826
2025;4;6;20100;23118.3521553071
2025;4;7;21563;24165.486217079822
2025;4;8;21825;24781.0656224325
2025;4;9;21463;24534.42251430235
2025;4;10;21000;24295.578808948303
2025;4;11;20200;23096.34595634527
2025;4;12;19650;22488.30127942136
2025;4;13;19550;22449.648591283094
2025;4;14;19613;22796.080423540414
2025;4;15;20788;23853.750221931936
2025;4;16;21763;24657.047959246593
2025;4;17;23050;26152.653486622672
2025;4;18;23168;26187.415509869606
2025;4;19;22675;24368.728998106577
2025;4;20;21600;22959.58938122453
2025;4;21;19938;21372.467570680445
2025;4;22;18788;20209.57836937357
2025;4;23;17488;18695.297010373575
2025;5;0;16313;17872.224055412917
2025;5;1;15900;17452.21105443598
2025;5;2;15613;17114.022691328493
2025;5;3;15925;17378.08257332497
2025;5;4;16413;17629.925851589916
2025;5;5;17663;19078.87093544693
2025;5;6;20363;23294.457096694645
2025;5;7;21500;24339.544546155677
2025;5;8;21763;24730.7428576668
2025;5;9;21225;24305.810171362908
2025;5;10;20488;23865.237180242108
2025;5;11;20388;23422.915562566366
2025;5;12;20225;23276.510078144554
2025;5;13;20388;23373.110816846765
2025;5;14;20213;22829.245756940192
2025;5;15;19450;22444.697224910156
2025;5;16;21075;24087.046041988204
2025;5;17;21513;25005.648422497055
2025;5;18;22363;25324.527807043774
2025;5;19;22275;23835.309468466723
2025;5;20;21675;23168.05764605895
2025;5;21;20188;21454.264392476092
2025;5;22;18800;20528.564562903004
2025;5;23;17575;19225.386606537355
2025;6;0;16238;17896.20638940861
2025;6;1;15750;17068.12250904105
2025;6;2;15663;17443.55886218722
2025;6;3;15800;17019.629787441543
2025;6;4;16238;17855.371418760053
2025;6;5;17400;19338.091125161995
2025;6;6;19988;22789.892734973862
2025;6;7;20625;23511.740454079445
2025;6;8;20125;23144.93027301753
2025;6;9;19888;22787.30486917676
2025;6;10;18750;21439.867313786774
2025;6;11;18625;21638.712594961205
2025;6;12;17263;20050.53925725478
