Rok;Dzień;Godzina;Krajowe zapotrzebowanie na moc [MW];Produkcja [MW]
2025;1;0;16488;17587.342830602247
2025;1;1;16013;16985.347139765763
2025;1;2;15863;16992.53770762014
2025;1;3;15850;17154.605971281606
2025;1;4;15950;16903.169325055333
2025;1;5;16300;17253.172608610163
2025;1;6;17363;18678.84256310148
2025;1;7;18313;20466.48694583058
2025;1;8;19225;21131.10512281301
2025;1;9;20163;22271.512008717193
2025;1;10;20125;22032.31646143751
2025;1;11;20275;22181.85404928595
2025;1;12;20400;22448.392454313205
2025;1;13;20663;22280.34395106844
2025;1;14;20038;21693.016433497392
2025;1;15;20075;21962.542494151807
2025;1;16;20325;22122.433775933114
2025;1;17;20800;21862.849466519056
2025;1;18;20150;20968.39518489576
2025;1;19;20261;20978.53925973294
2025;1;20;19288;20581.12975378431
2025;1;21;18625;19579.84473990269
2025;1;22;17725;18738.505640937587
2025;1;23;16263;16978.05036275731
2025;2;0;15338;16229.123455094963
2025;2;1;14675;15697.184517941972
2025;2;2;14313;15082.801284515539
2025;2;3;14250;15325.139603669135
2025;2;4;14300;15179.872262016239
2025;2;5;14688;15629.661250041345
2025;2;6;15275;16154.65867755412
2025;2;7;15950;18320.45563690179
2025;2;8;16538;18535.300555052414
2025;2;9;17213;19001.45781420882
2025;2;10;17963;20127.508982420637
2025;2;11;18213;19968.831270005794
2025;2;12;18325;20366.77271900095
2025;2;13;18488;20096.065975224046
2025;2;14;18200;19934.362790220315
2025;2;15;18363;20402.372247173826
2025;2;16;18713;20860.69331599908
2025;2;17;19513;20547.273656237994
2025;2;18;19538;20514.87034352235
2025;2;19;19513;20452.779260882144
2025;2;20;19088;19792.295601926515
2025;2;21;18550;19406.031158321057
2025;2;22;17388;18295.87224580804
2025;2;23;16325;17536.42444524378
2025;3;0;15713;16781.72365791369
2025;3;1;15288;15935.391968927453
2025;3;2;15350;16414.81679387896
2025;3;3;15338;16260.983543916736
2025;3;4;15950;16814.615599938807
2025;3;5;17388;18510.335257768173
2025;3;6;20738;21944.19990449919
2025;3;7;22838;25024.25602382324
2025;3;8;23438;25270.156495355473
2025;3;9;23825;25763.157524829756
2025;3;10;22913;24979.252686280714
2025;3;11;22775;24970.10902542447
2025;3;12;22625;24529.16515243094
2025;3;13;23300;25262.868204667237
2025;3;14;22813;24591.733005198796
2025;3;15;22888;24648.758675183864
2025;3;16;23375;25537.50516447884
2025;3;17;23925;25196.248005714166
2025;3;18;23525;24510.597975683933
2025;3;19;23375;24575.706579578404
2025;3;20;23038;24110.327205009526
2025;3;21;21525;22395.976049078974
2025;3;22;19925;20997.27912110168
2025;3;23;18363;19670.607313293192
2025;4;0;17600;18592.83479217801
2025;4;1;17025;18337.9287311628
2025;4;2;16800;17276.05097918205
2025;4;3;16888;18052.380500875046
2025;4;4;17488;18505.409413647634
2025;4;5;18113;19053.198529906826
2025;4;6;20963;21981.3521553071
2025;4;7;22750;24352.486217079822
2025;4;8;23513;25469.0656224325
2025;4;9;23213;25284.42251430235
2025;4;10;22700;24995.578808948303
2025;4;11;22975;24871.34595634527
2025;4;12;22613;24451.30127942136
2025;4;13;22088;23987.648591283094
2025;4;14;22000;24183.080423540414
2025;4;15;22438;24503.750221931936
2025;4;16;23150;25044.047959246593
2025;4;17;23975;25077.653486622672
2025;4;18;23563;24582.415509869606
2025;4;19;23325;24518.728998106577
2025;4;20;22800;23659.58938122453
2025;4;21;21338;22272.467570680445
2025;4;22;19900;20821.57836937357
2025;4;23;18463;19170.297010373575
2025;5;0;17350;18409.224055412917
2025;5;1;17100;18152.21105443598
2025;5;2;16825;17826.022691328493
2025;5;3;17063;18016.08257332497
2025;5;4;17463;18179.925851589916
2025;5;5;18663;19578.87093544693
2025;5;6;21338;22269.457096694645
2025;5;7;22975;24814.544546155677
2025;5;8;23500;25467.7428576668
2025;5;9;22688;24768.810171362908
2025;5;10;21938;24315.237180242108
2025;5;11;22163;24197.915562566366
2025;5;12;21925;23976.510078144554
2025;5;13;21750;23735.110816846765
2025;5;14;21950;23566.245756940192
2025;5;15;22163;24157.697224910156
2025;5;16;23038;25050.046041988204
2025;5;17;23975;25467.648422497055
2025;5;18;23425;24386.527807043774
2025;5;19;23288;24348.309468466723
2025;5;20;22863;23856.05764605895
2025;5;21;21138;21904.264392476092
2025;5;22;19500;20728.564562903004
2025;5;23;18063;19213.386606537355
2025;6;0;17113;18271.20638940861
2025;6;1;16675;17493.12250904105
2025;6;2;16550;17830.55886218722
2025;6;3;16588;17307.629787441543
2025;6;4;17013;18130.371418760053
2025;6;5;18263;19701.091125161995
2025;6;6;21113;21914.892734973862
2025;6;7;21925;23811.740454079445
2025;6;8;23238;25257.93027301753
2025;6;9;23625;25524.30486917676
2025;6;10;23650;25339.867313786774
2025;6;11;23800;25813.712594961205
2025;6;12;23850;25637.53925725478
2025;6;13;23613;25707.718486127036
2025;6;14;23575;25391.115153153238
2025;6;15;23225;25534.986881003508
2025;6;16;23488;25331.349341532754
2025;6;17;24050;24985.587696758867
2025;6;18;23200;24362.703443473933
2025;6;19;23200;23953.827136713207
2025;6;20;22700;23745.491986920824
2025;6;21;21250;22511.428550856486
2025;6;22;19738;20416.503353087755
2025;6;23;18250;19286.92677170646
2025;7;0;17525;18576.976558849685
2025;7;1;17125;18281.364574355463
2025;7;2;17025;17777.609857824384
2025;7;3;17013;17748.908677383144
2025;7;4;17300;18404.388313123378
2025;7;5;18475;19534.396934646637
2025;7;6;21263;22313.098570069174
2025;7;7;22725;24794.289641899395
2025;7;8;23388;25251.995055684303
2025;7;9;23638;25684.4507394322
2025;7;10;23000;25058.614494659738
2025;7;11;23763;25620.129716394727
2025;7;12;23400;25773.15490222895
2025;7;13;23525;25619.76658418236
2025;7;14;22913;24674.73930055947
2025;7;15;22850;24981.310721726764
2025;7;16;23200;25005.063665954534
2025;7;17;23563;24720.416920748492
2025;7;18;23413;24644.71911580148
2025;7;19;22963;23798.863536329656
2025;7;20;22388;23580.675225848863
2025;7;21;21113;22195.5561853873
2025;7;22;19663;20827.412031998898
2025;7;23;18450;19829.35859653079
2025;8;0;17075;18025.922376799426
2025;8;1;16525;17374.252767128502
2025;8;2;16213;17035.097114074895
2025;8;3;16138;16974.83794300691
2025;8;4;16338;17322.579658117178
2025;8;5;16675;17743.230394963328
2025;8;6;17550;18605.338159866005
2025;8;7;18313;20478.436649807205
2025;8;8;19350;21352.60037837558
2025;8;9;19375;21665.706815431462
2025;8;10;19400;21347.06863335241
2025;8;11;19338;21882.033833317924
2025;8;12;19338;21463.133469553002
2025;8;13;19100;20928.568488716744
2025;8;14;18688;20473.821500387778
2025;8;15;19525;21621.49448304864
2025;8;16;20400;22355.30744293483
2025;8;17;20575;21717.800098818418
2025;8;18;20350;21444.647524914708
2025;8;19;20050;21035.434217468624
2025;8;20;19675;20505.64125638632
2025;8;21;18725;19422.030555062825
2025;8;22;17750;18660.697009586595
2025;8;23;16525;17696.279758864694
2025;9;0;15638;16680.81874882604
2025;9;1;15150;15900.852244257603
2025;9;2;14788;15822.636185170237
2025;9;3;14738;15815.063475945768
2025;9;4;14925;15748.228512759773
2025;9;5;15113;16143.745021189106
2025;9;6;15463;16474.6417436892
2025;9;7;15913;17684.405940433877
2025;9;8;16788;18859.557472069657
2025;9;9;17138;19250.15690527365
2025;9;10;17900;20116.610248635054
2025;9;11;17450;19660.76041040698
2025;9;12;17313;19037.46612640858
2025;9;13;17725;19537.434992016977
2025;9;14;17925;20028.007053441732
2025;9;15;17925;20027.75719018244
2025;9;16;18738;20841.00953726121
2025;9;17;19888;21658.546298130943
2025;9;18;19850;20964.178102138634
2025;9;19;19588;20815.11312803612
2025;9;20;19000;20190.80035269864
2025;9;21;18238;19368.27825026116
2025;9;22;17463;18399.94615107193
2025;9;23;16613;17764.793844098655
2025;10;0;15963;16808.434957092486
2025;10;1;15200;16152.636278651999
2025;10;2;14925;15827.92729043418
2025;10;3;15150;16166.374827877264
2025;10;4;15738;17200.931713334703
2025;10;5;17350;17976.54696148165
2025;10;6;20775;21912.2520380749
2025;10;7;22438;24115.45682576207
2025;10;8;23238;25143.613626842114
2025;10;9;22925;25142.790119393474
2025;10;10;22300;24312.85600381909
2025;10;11;21975;23759.451044414138
2025;10;12;21763;23619.939258148006
2025;10;13;21913;24048.919549786937
2025;10;14;22388;24241.926673656573
2025;10;15;22613;24656.291717916396
2025;10;16;23613;25622.11436798076
2025;10;17;23850;24719.679930478836
2025;10;18;23350;24778.788817865065
2025;10;19;23550;24676.7838044636
2025;10;20;23075;23669.97148266848
2025;10;21;21513;22550.290862953887
2025;10;22;20050;20917.64270704632
2025;10;23;18575;19745.486666959245
2025;11;0;17888;18729.49585231346
2025;11;1;17363;18340.05271170662
2025;11;2;17163;18263.997455796092
2025;11;3;17325;18498.151038834025
2025;11;4;17725;18484.940718588845
2025;11;5;19000;19933.09975283181
2025;11;6;22050;22955.01093776781
2025;11;7;23400;25269.33415348526
2025;11;8;23963;26316.09084805622
2025;11;9;23850;25930.99634219219
