Rok;Dzień;Godzina;Krajowe zapotrzebowanie na moc [MW];Produkcja [MW]
2024;1;0;15175;15274.342830602247
2024;1;1;14700;14672.347139765763
2024;1;2;14450;14579.537707620138
2024;1;3;14650;14954.605971281606
2024;1;4;15125;15078.169325055333
2024;1;5;16150;16103.172608610164
2024;1;6;18538;18853.84256310148
2024;1;7;20350;20503.48694583058
2024;1;8;20663;20569.10512281301
2024;1;9;20576;20684.512008717193
2024;1;10;19593;19500.31646143751
2024;1;11;19175;19081.85404928595
2024;1;12;19150;19198.392454313205
2024;1;13;19438;19055.34395106844
2024;1;14;19300;18955.016433497392
2024;1;15;19984;19871.542494151807
2024;1;16;20508;20305.433775933114
2024;1;17;20272;20334.849466519056
2024;1;18;21138;20956.39518489576
2024;1;19;21613;21330.53925973294
2024;1;20;20800;21093.12975378431
2024;1;21;19175;19129.84473990269
2024;1;22;17925;17938.505640937587
2024;1;23;16475;16190.050362757309
2024;2;0;15338;15229.123455094963
2024;2;1;15175;15197.184517941972
2024;2;2;14750;14519.801284515539
2024;2;3;14700;14775.139603669135
2024;2;4;15038;14917.872262016239
2024;2;5;16213;16154.661250041345
2024;2;6;18913;18792.658677554122
2024;2;7;20200;20570.45563690179
2024;2;8;20713;20710.300555052414
2024;2;9;20388;20176.45781420882
2024;2;10;20350;20514.508982420637
2024;2;11;20925;20680.831270005794
2024;2;12;21750;21791.77271900095
2024;2;13;22300;21908.065975224046
2024;2;14;22250;21984.362790220315
2024;2;15;22200;22239.372247173826
2024;2;16;21425;21572.69331599908
2024;2;17;21415;21449.273656237994
2024;2;18;22063;22039.87034352235
2024;2;19;22338;22277.779260882144
2024;2;20;21238;20942.295601926515
2024;2;21;19450;19306.031158321057
2024;2;22;18250;18157.87224580804
2024;2;23;17050;17261.42444524378
2024;3;0;15938;16006.723657913692
2024;3;1;15450;15097.391968927453
2024;3;2;15100;15164.81679387896
2024;3;3;14925;14847.983543916736
2024;3;4;15338;15202.615599938808
2024;3;5;16213;16335.335257768174
2024;3;6;19100;19306.19990449919
2024;3;7;20675;20861.25602382324
2024;3;8;21538;21370.156495355473
2024;3;9;21813;21751.157524829756
2024;3;10;21888;21954.252686280714
2024;3;11;22475;22670.10902542447
2024;3;12;22538;22442.16515243094
2024;3;13;22113;22075.868204667237
2024;3;14;21800;21578.733005198796
2024;3;15;21325;21085.758675183864
2024;3;16;21275;21437.50516447884
2024;3;17;21550;21821.248005714166
2024;3;18;21838;21823.597975683933
2024;3;19;22013;22213.706579578404
2024;3;20;21238;21310.327205009526
2024;3;21;19750;19620.976049078974
2024;3;22;18250;18322.27912110168
2024;3;23;16750;17057.607313293192
2024;4;0;15975;15967.83479217801
2024;4;1;15400;15712.928731162801
2024;4;2;15050;14526.050979182051
2024;4;3;15063;15227.380500875044
2024;4;4;15450;15467.409413647634
2024;4;5;16350;16290.198529906827
2024;4;6;19313;19331.3521553071
2024;4;7;20888;20490.486217079822
2024;4;8;21763;21719.0656224325
2024;4;9;22063;22134.42251430235
2024;4;10;22163;22458.578808948303
2024;4;11;22300;22196.34595634527
2024;4;12;22125;21963.30127942136
2024;4;13;21775;21674.648591283094
2024;4;14;21525;21708.080423540414
2024;4;15;21163;21228.750221931936
2024;4;16;21175;21069.047959246593
2024;4;17;21638;21740.653486622672
2024;4;18;21825;21844.415509869606
2024;4;19;22000;22193.728998106577
2024;4;20;21425;21284.58938122453
2024;4;21;19700;19634.467570680445
2024;4;22;18225;18146.57836937357
2024;4;23;16800;16507.297010373575
2024;5;0;15600;15659.224055412915
2024;5;1;15213;15265.211054435978
2024;5;2;14838;14839.022691328491
2024;5;3;14800;14753.082573324971
2024;5;4;14800;14516.925851589916
2024;5;5;15138;15053.870935446928
2024;5;6;15950;15881.457096694647
2024;5;7;17251;17090.544546155677
2024;5;8;17913;17880.7428576668
2024;5;9;18925;19005.810171362908
2024;5;10;18900;19277.237180242108
2024;5;11;19425;19459.915562566366
2024;5;12;19300;19351.510078144554
2024;5;13;19175;19160.110816846765
2024;5;14;18663;18279.245756940192
2024;5;15;18625;18619.697224910156
2024;5;16;18438;18450.046041988204
2024;5;17;18388;18880.648422497055
2024;5;18;18975;18936.527807043774
2024;5;19;19150;19210.309468466723
2024;5;20;18350;18343.05764605895
2024;5;21;17400;17166.264392476092
2024;5;22;16250;16478.564562903004
2024;5;23;15025;15175.386606537355
2024;6;0;13925;14083.20638940861
2024;6;1;13400;13218.122509041052
2024;6;2;13075;13355.55886218722
2024;6;3;12900;12619.629787441543
2024;6;4;12913;13030.371418760054
2024;6;5;13088;13526.091125161996
2024;6;6;13600;13401.892734973862
2024;6;7;14138;14024.740454079445
2024;6;8;15338;15357.930273017528
2024;6;9;16088;15987.30486917676
2024;6;10;16238;15927.867313786774
2024;6;11;16350;16363.712594961205
2024;6;12;16975;16762.53925725478
2024;6;13;17250;17344.718486127036
2024;6;14;16575;16391.115153153238
2024;6;15;16400;16709.986881003508
2024;6;16;16388;16231.349341532752
2024;6;17;17188;17123.587696758867
2024;6;18;18025;18187.703443473933
2024;6;19;18250;18003.827136713207
2024;6;20;17925;17970.491986920824
2024;6;21;16913;17174.428550856486
2024;6;22;15813;15491.503353087755
2024;6;23;14963;14999.926771706461
2024;7;0;14154;14205.976558849685
2024;7;1;13801;13957.364574355463
2024;7;2;13536;13288.609857824384
2024;7;3;13577;13312.908677383144
2024;7;4;14058;14162.38831312338
2024;7;5;15324;15383.396934646637
2024;7;6;18569;18619.098570069174
2024;7;7;20836;20905.289641899395
