Rok;Dzień;Godzina;Krajowe zapotrzebowanie na moc [MW];Produkcja [MW]
2024;14;0;15563;18162.342830602247
2024;14;1;14875;17347.347139765763
2024;14;2;14725;17354.53770762014
2024;14;3;14675;17479.605971281606
2024;14;4;14575;17028.169325055333
2024;14;5;15055;20008.172608610163
2024;14;6;17513;22828.84256310148
2024;14;7;19163;24316.48694583058
2024;14;8;19563;24469.10512281301
2024;14;9;19488;24596.512008717193
2024;14;10;19150;24057.31646143751
2024;14;11;19425;24331.85404928595
2024;14;12;18713;23761.392454313205
2024;14;13;18675;23292.34395106844
2024;14;14;18250;22905.016433497392
2024;14;15;18300;23187.542494151807
2024;14;16;18750;23547.433775933114
2024;14;17;19763;24825.849466519056
2024;14;18;19775;24593.39518489576
2024;14;19;20050;24767.53925973294
2024;14;20;20013;25306.12975378431
2024;14;21;19200;21654.84473990269
2024;14;22;17888;20401.505640937587
2024;14;23;16438;18653.05036275731
2024;15;0;15313;17704.123455094963
2024;15;1;14825;17347.184517941972
2024;15;2;14325;16594.80128451554
2024;15;3;14088;16663.139603669133
2024;15;4;13663;16042.872262016239
2024;15;5;13475;18416.661250041343
2024;15;6;14450;19329.658677554122
2024;15;7;16425;21795.45563690179
2024;15;8;17438;22435.300555052414
2024;15;9;17638;22426.45781420882
2024;15;10;17088;22252.508982420637
2024;15;11;16225;20980.831270005794
2024;15;12;16575;21616.77271900095
2024;15;13;16975;21583.065975224046
2024;15;14;17900;22634.362790220315
2024;15;15;17025;22064.372247173826
2024;15;16;16700;21847.69331599908
2024;15;17;17088;22122.273656237994
2024;15;18;17200;22176.87034352235
2024;15;19;17350;22289.779260882144
2024;15;20;17025;21729.295601926515
2024;15;21;16500;18856.031158321057
2024;15;22;15675;18082.87224580804
2024;15;23;14700;17411.42444524378
2024;16;0;13674;16242.723657913692
2024;16;1;12996;15143.391968927453
2024;16;2;12588;15152.81679387896
2024;16;3;12338;14760.983543916736
2024;16;4;11975;14339.615599938808
2024;16;5;11925;17047.335257768173
2024;16;6;12588;17794.19990449919
2024;16;7;13538;18724.25602382324
2024;16;8;14450;19282.156495355473
2024;16;9;15055;19993.157524829756
2024;16;10;14475;19541.252686280714
2024;16;11;14813;20008.10902542447
2024;16;12;15038;19942.16515243094
2024;16;13;14850;19812.868204667237
2024;16;14;14775;19553.733005198796
2024;16;15;14838;19598.758675183864
2024;16;16;14738;19900.50516447884
2024;16;17;15413;20684.248005714166
2024;16;18;15788;20773.597975683933
2024;16;19;15868;21068.706579578404
2024;16;20;16197;21269.327205009526
2024;16;21;16053;18423.976049078974
2024;16;22;15750;18322.27912110168
2024;16;23;14550;17357.607313293192
2024;17;0;13745;16237.83479217801
2024;17;1;13176;15988.928731162801
2024;17;2;13200;15176.050979182051
2024;17;3;13175;15839.380500875044
2024;17;4;13055;15572.409413647634
2024;17;5;14150;19090.198529906826
2024;17;6;16925;21943.3521553071
2024;17;7;19938;24540.486217079822
2024;17;8;20513;25469.0656224325
2024;17;9;19675;24746.42251430235
2024;17;10;19663;24958.578808948303
2024;17;11;20138;25034.34595634527
2024;17;12;19688;24526.30127942136
2024;17;13;19575;24474.648591283094
2024;17;14;19850;25033.080423540414
2024;17;15;20238;25303.750221931936
2024;17;16;20388;25282.047959246593
2024;17;17;20463;25565.653486622672
2024;17;18;20250;25269.415509869606
2024;17;19;20400;25593.728998106577
2024;17;20;20350;25209.58938122453
2024;17;21;19688;22122.467570680445
2024;17;22;18400;20821.57836937357
2024;17;23;16863;19070.297010373575
2024;18;0;15388;17947.224055412917
2024;18;1;14663;17215.21105443598
2024;18;2;14138;16639.022691328493
2024;18;3;14288;16741.08257332497
2024;18;4;14538;16754.925851589916
2024;18;5;15438;20353.87093544693
2024;18;6;18088;23019.457096694645
2024;18;7;20263;25102.544546155677
2024;18;8;21050;26017.7428576668
2024;18;9;20538;25618.810171362908
2024;18;10;19450;24827.237180242108
2024;18;11;19088;24122.915562566366
2024;18;12;19500;24551.510078144554
2024;18;13;19053;24038.110816846765
2024;18;14;19025;23641.245756940192
2024;18;15;18675;23669.697224910156
2024;18;16;19388;24400.046041988204
2024;18;17;19975;25467.648422497055
2024;18;18;20475;25436.527807043774
2024;18;19;20500;25560.309468466723
2024;18;20;20592;25585.05764605895
2024;18;21;20053;22319.264392476092
2024;18;22;18613;21341.564562903004
2024;18;23;16963;19613.386606537355
2024;19;0;15588;18246.20638940861
2024;19;1;15213;17531.12250904105
2024;19;2;15138;17918.55886218722
2024;19;3;15013;17232.629787441543
2024;19;4;14638;17255.371418760053
2024;19;5;15438;20876.091125161995
2024;19;6;18338;23139.892734973862
2024;19;7;20804;25690.740454079445
2024;19;8;21288;26307.93027301753
2024;19;9;21171;26070.30486917676
2024;19;10;20514;25203.867313786774
2024;19;11;21081;26094.712594961205
2024;19;12;22160;26947.53925725478
2024;19;13;21735;26829.718486127036
2024;19;14;21050;25866.115153153238
2024;19;15;21045;26354.986881003508
2024;19;16;21333;26176.349341532754
2024;19;17;20510;25445.587696758867
2024;19;18;20488;25650.703443473933
2024;19;19;20975;25728.827136713207
2024;19;20;20875;25920.491986920824
2024;19;21;19788;22549.428550856486
2024;19;22;18563;20741.503353087755
2024;19;23;16650;19186.92677170646
2024;20;0;15713;18264.976558849685
2024;20;1;14913;17569.364574355463
2024;20;2;14950;17202.609857824384
2024;20;3;14875;17110.908677383144
2024;20;4;14575;17179.388313123378
2024;20;5;15238;20297.396934646637
2024;20;6;17725;22775.098570069174
2024;20;7;20525;25594.289641899395
2024;20;8;20563;25426.995055684303
2024;20;9;19638;24684.4507394322
2024;20;10;19500;24558.614494659738
2024;20;11;20350;25207.129716394727
2024;20;12;19575;24948.15490222895
2024;20;13;19113;24207.76658418236
2024;20;14;18875;23636.73930055947
2024;20;15;18963;24094.310721726764
2024;20;16;19093;23898.063665954534
2024;20;17;19792;24949.416920748492
2024;20;18;20036;25267.71911580148
2024;20;19;20438;25273.863536329656
2024;20;20;20450;25642.675225848863
2024;20;21;19675;22257.5561853873
2024;20;22;18750;21414.412031998898
2024;20;23;17163;20042.35859653079
2024;21;0;16175;18625.922376799426
2024;21;1;15438;17787.252767128502
2024;21;2;14950;17272.097114074895
2024;21;3;14750;17086.83794300691
2024;21;4;14775;17259.579658117178
2024;21;5;15563;20631.230394963328
2024;21;6;18125;23180.338159866005
2024;21;7;20175;25340.436649807205
2024;21;8;21013;26015.60037837558
2024;21;9;20138;25428.706815431462
2024;21;10;20050;24997.06863335241
2024;21;11;20000;25544.033833317924
2024;21;12;19188;24313.133469553002
2024;21;13;19488;24316.568488716744
2024;21;14;19500;24285.821500387778
2024;21;15;20088;25184.49448304864
2024;21;16;20113;25068.30744293483
2024;21;17;20500;25642.800098818418
2024;21;18;21053;26147.647524914708
2024;21;19;21100;26085.434217468624
2024;21;20;20588;25418.64125638632
2024;21;21;19850;22047.030555062825
2024;21;22;17988;20398.697009586595
2024;21;23;16488;19159.279758864694
2024;22;0;15300;17842.81874882604
2024;22;1;14963;17213.852244257603
2024;22;2;14788;17322.636185170235
2024;22;3;14575;17152.063475945768
2024;22;4;14125;16448.228512759775
2024;22;5;14000;19030.745021189105
2024;22;6;15055;20066.6417436892
2024;22;7;16725;21496.405940433877
2024;22;8;18055;23126.557472069657
2024;22;9;18275;23387.15690527365
2024;22;10;18400;23616.610248635054
2024;22;11;18425;23635.76041040698
2024;22;12;18825;23549.46612640858
2024;22;13;18038;22850.434992016977
2024;22;14;17055;22158.007053441732
2024;22;15;16913;22015.75719018244
2024;22;16;16625;21728.00953726121
2024;22;17;16475;22245.546298130943
2024;22;18;16800;21914.178102138634
2024;22;19;17113;22340.11312803612
2024;22;20;17263;22453.80035269864
2024;22;21;16625;19255.27825026116
2024;22;22;16038;18474.94615107193
2024;22;23;14775;17426.793844098655
2024;23;0;13625;15970.434957092486
2024;23;1;13113;15565.636278651999
2024;23;2;12500;14902.92729043418
2024;23;3;12100;14616.374827877264
2024;23;4;12263;15225.931713334701
2024;23;5;12113;16739.54696148165
2024;23;6;12450;17587.2520380749
2024;23;7;13875;18552.45682576207
2024;23;8;15100;20005.613626842114
2024;23;9;15488;20705.790119393474
2024;23;10;15150;20162.85600381909
2024;23;11;16000;20784.451044414138
2024;23;12;16100;20956.939258148006
2024;23;13;14975;20110.919549786937
2024;23;14;14688;19541.926673656573
2024;23;15;14763;19806.291717916396
2024;23;16;15100;20109.11436798076
2024;23;17;14913;19782.679930478836
2024;23;18;15363;20791.788817865065
2024;23;19;15613;20739.7838044636
2024;23;20;15625;20219.97148266848
2024;23;21;15850;18387.290862953887
2024;23;22;15488;17855.64270704632
2024;23;23;14325;16995.486666959245
2024;24;0;13500;15841.49585231346
2024;24;1;13025;15502.05271170662
2024;24;2;12788;15388.997455796092
2024;24;3;12775;15448.151038834025
2024;24;4;12875;15134.940718588845
2024;24;5;13538;18471.09975283181
2024;24;6;16463;21368.01093776781
2024;24;7;18813;23682.33415348526
2024;24;8;19913;25266.09084805622
2024;24;9;19913;24993.99634219219
2024;24;10;19463;24210.823209132992
2024;24;11;19688;24871.572389410954
2024;24;12;19700;25124.431239402526
2024;24;13;19613;24819.49305211023
2024;24;14;19525;24221.126006809198
2024;24;15;18900;23803.15318542675
2024;24;16;19225;24478.382229837323
2024;24;17;20000;24858.466106876243
2024;24;18;19938;25026.763885629247
2024;24;19;20200;25354.92681068587
2024;24;20;20200;25014.613905684382
2024;24;21;19175;21663.09492878764
2024;24;22;17725;19576.746531986184
2024;24;23;16313;18608.122471733142
2024;25;0;15675;18124.48636972137
2024;25;1;15013;17263.44336360703
2024;25;2;14675;17501.482260786328
2024;25;3;14675;16888.971724407875
2024;25;4;14750;17161.991102660602
2024;25;5;15238;20264.148115457218
2024;25;6;17738;23026.254657813224
2024;25;7;20053;24765.82756976411
2024;25;8;20575;25807.632750430992
2024;25;9;20325;25327.046612203918
2024;25;10;19788;24591.69826979041
2024;25;11;20225;25317.420694852655
2024;25;12;20463;25502.811939114694
2024;25;13;20175;25054.95662456824
2024;25;14;19900;24913.960416998005
2024;25;15;19775;24697.937280627648
2024;25;16;19838;24860.703469050248
2024;25;17;19888;25020.42613490421
2024;25;18;20288;25605.20336322907
2024;25;19;20450;25202.43690023463
2024;25;20;21025;26451.606674931252
2024;25;21;20213;22322.5824400955
2024;25;22;18800;21269.642980992885
2024;25;23;16900;19517.663441296914
2024;26;0;15888;18444.198373547006
2024;26;1;15113;17488.46009603588
2024;26;2;15025;17483.375549928543
2024;26;3;14850;17251.399813068234
2024;26;4;14775;17157.127048611157
2024;26;5;15400;20569.920419404203
2024;26;6;18055;23126.403097193008
2024;26;7;20450;25311.418080947868
2024;26;8;20900;26079.91997508665
2024;26;9;20550;25611.45990417532
2024;26;10;20127;25289.572423767793
2024;26;11;20519;25644.92576838472
2024;26;12;20538;25372.200997815584
2024;26;13;20550;25437.963791960607
2024;26;14;20238;25387.458721024654
2024;26;15;20588;25710.074053086693
2024;26;16;20500;25495.81968120717
2024;26;17;20588;25611.465476661757
2024;26;18;20888;26143.532979157684
2024;26;19;21100;25981.685722232833
2024;26;20;20950;26059.41947623401
2024;26;21;20013;22472.56146951322
2024;26;22;18813;21269.463759354556
2024;26;23;17450;20169.755370397437
2024;27;0;15938;18603.083269797607
2024;27;1;15100;17762.701927200127
2024;27;2;14863;17624.095761430865
2024;27;3;14925;17429.20076832655
2024;27;4;14950;17586.39059425899
2024;27;5;15450;20387.946648681307
2024;27;6;18125;23189.83327049769
2024;27;7;20838;25811.971389126462
2024;27;8;21413;26432.399192998542
2024;27;9;21660;26779.031405087382
2024;27;10;20425;25261.355863353307
2024;27;11;21105;26523.477455137094
2024;27;12;21797;26595.79652370006
2024;27;13;21213;25970.162277442454
2024;27;14;21538;26769.622174700013
2024;27;15;21051;26209.332538792587
2024;27;16;21750;26874.823963410432
2024;27;17;21300;26425.669101852855
2024;27;18;21263;26260.550645430616
2024;27;19;20900;25720.549125702833
2024;27;20;20913;25928.160911638744
2024;27;21;20213;22577.56765769758
2024;27;22;18913;21608.023946683552
2024;27;23;17488;19958.58852369957
2024;28;0;16990;19324.900560641498
2024;28;1;16320;18755.7228316694
2024;28;2;16045;18627.586290855124
2024;28;3;15683;18070.255089439204
2024;28;4;15595;17930.555920886713
2024;28;5;16145;21193.73744229838
2024;28;6;18920;23968.993314221745
2024;28;7;21645;26543.611364925775
